edinet_code,year,avg_salary,avg_age,employees_nonconsolidated,source,period_end,doc_id
E00994,2026,6465000,39.7,708.0,tag,2026-03-31,S100YDOG
E00995,2017,5923000,40.6,826.0,textblock,2017-03-31,S100AGS4
E00995,2018,5910000,40.7,839.0,textblock,2018-03-31,S100D7XK
E00995,2019,5790000,40.8,876.0,tag,2019-03-31,S100G10V
E00995,2020,5651000,41.1,874.0,tag,2020-03-31,S100IWR8
E00995,2021,5644000,41.7,883.0,tag,2021-03-31,S100LM32
E00995,2022,5553000,41.7,886.0,tag,2022-03-31,S100OD7U
E00995,2023,5622000,42.2,882.0,tag,2023-03-31,S100R0MC
E00995,2024,5919000,42.4,883.0,tag,2024-03-31,S100TNKE
E00995,2025,6295000,43.0,905.0,tag,2025-03-31,S100VXRC
E00995,2026,6393000,43.0,920.0,tag,2026-03-31,S100YB1Q
E00996,2017,5496173,41.77,595.0,textblock,2017-03-31,S100ALWP
E00996,2018,5594738,42.24,600.0,textblock,2018-03-31,S100D7DS
E00996,2019,5552392,42.43,599.0,tag,2019-03-31,S100G3V4
E00996,2020,5541598,42.26,608.0,tag,2020-03-31,S100J2NQ
E00996,2021,5517099,41.63,629.0,tag,2021-03-31,S100LQVB
E00996,2022,5542060,41.25,622.0,tag,2022-03-31,S100OL5U
E00996,2023,5612304,41.24,620.0,tag,2023-03-31,S100R2J1
E00996,2024,5633741,41.43,620.0,tag,2024-03-31,S100TQTJ
E00996,2025,5887531,42.14,606.0,tag,2025-03-31,S100W3ZT
E00996,2026,6149442,42.18,611.0,tag,2026-03-31,S100YFSH
E01000,2017,6828000,40.1,747.0,textblock,2017-03-31,S100AM4X
E01000,2018,6726000,42.2,753.0,textblock,2018-03-31,S100DEI8
E01000,2019,6772000,40.7,760.0,tag,2019-03-31,S100G7B1
E01000,2020,6701000,41.2,759.0,tag,2020-03-31,S100IZ00
E01000,2021,6560000,41.9,752.0,tag,2021-03-31,S100LQ5R
E01000,2022,6839000,42.4,743.0,tag,2022-03-31,S100OIJW
E01000,2023,6693000,42.9,761.0,tag,2023-03-31,S100R6ZR
E01000,2024,6881000,42.8,771.0,tag,2024-03-31,S100TSWN
E01000,2025,7017000,43.1,776.0,tag,2025-03-31,S100W347
E01000,2026,7159000,43.6,778.0,tag,2026-03-31,S100YGTG
E01001,2017,6310198,42.9,652.0,textblock,2016-11-30,S1009S5F
E01001,2018,6379366,43.2,637.0,textblock,2017-11-30,S100CGV7
E01001,2019,6501818,43.6,628.0,textblock,2018-11-30,S100FA5R
E01001,2020,6666032,43.9,635.0,tag,2019-11-30,S100HST3
E01001,2021,6582229,44.3,636.0,tag,2020-11-30,S100KUVU
E01001,2022,6555743,44.3,647.0,tag,2021-11-30,S100NKU5
E01001,2023,6671864,44.1,636.0,tag,2022-11-30,S100QA1J
E01001,2024,6652285,45.1,628.0,tag,2023-11-30,S100SXZJ
E01001,2025,6692715,44.6,629.0,tag,2024-11-30,S100VAKZ
E01001,2026,6937985,44.8,629.0,tag,2025-11-30,S100XMF0
E01002,2017,6668068,41.5,3612.0,textblock,2017-03-31,S100APHZ
E01002,2018,6585896,41.4,3555.0,textblock,2018-03-31,S100DFUQ
E01002,2019,6892744,41.5,3298.0,tag,2019-03-31,S100GBZW
E01002,2020,6929418,41.7,3329.0,tag,2020-03-31,S100IZEC
E01002,2021,6982162,41.7,3318.0,tag,2021-03-31,S100LSYZ
E01002,2022,7002318,42.4,2058.0,tag,2022-03-31,S100OIQR
E01002,2023,7453907,42.6,2216.0,tag,2023-03-31,S100R5ME
E01002,2024,7560114,42.9,2243.0,tag,2024-03-31,S100TOHR
E01002,2025,7742245,43.1,2693.0,tag,2025-03-31,S100W048
E01002,2026,7745921,43.4,2778.0,tag,2026-03-31,S100YD42
E01005,2017,5743000,40.58,236.0,textblock,2016-12-31,S100A03X
E01005,2018,5996000,39.92,243.0,textblock,2017-12-31,S100CNZ6
E01005,2019,5931000,39.42,256.0,textblock,2018-12-31,S100FHC7
E01005,2020,5711000,39.0,256.0,tag,2019-12-31,S100IAZZ
E01005,2021,5512000,40.0,256.0,tag,2020-12-31,S100L19X
E01005,2022,5888000,40.0,241.0,tag,2021-12-31,S100NQ6K
E01005,2023,6018000,40.0,245.0,tag,2022-12-31,S100QHGH
E01005,2024,5730000,41.0,221.0,tag,2023-12-31,S100T5FU
E01005,2025,6218000,42.0,219.0,tag,2024-12-31,S100VIKL
E01005,2026,6724000,43.0,222.0,tag,2025-12-31,S100XTUB
E01006,2017,5598000,42.0,156.0,textblock,2016-11-30,S1009SGF
E01006,2018,6729000,41.9,162.0,textblock,2017-11-30,S100CH7Y
E01006,2019,6409000,41.9,159.0,textblock,2018-11-30,S100F9Z3
E01006,2020,6590000,42.1,159.0,tag,2019-11-30,S100I2EK
E01006,2021,6042000,39.9,167.0,tag,2020-11-30,S100KV87
E01006,2022,6690000,41.8,159.0,tag,2021-11-30,S100NJFA
E01006,2023,6826000,42.3,166.0,tag,2022-11-30,S100Q9LH
E01006,2024,6482000,42.7,160.0,tag,2023-11-30,S100SXGS
E01006,2025,6958000,41.8,165.0,tag,2024-11-30,S100V9D5
E01006,2026,6780000,41.7,155.0,tag,2025-11-30,S100XLSD
E01007,2017,6484902,41.6,212.0,textblock,2017-03-31,S100AQH5
E01007,2018,6706520,41.8,220.0,textblock,2018-03-31,S100DIKH
E01007,2019,6888264,40.9,224.0,tag,2019-03-31,S100GBU5
E01007,2020,6130451,41.0,223.0,tag,2020-03-31,S100J1PR
E01007,2021,6233536,41.5,217.0,tag,2021-03-31,S100LQZ9
E01007,2022,6820055,41.6,218.0,tag,2022-03-31,S100OGRQ
E01007,2023,6854787,42.1,223.0,tag,2023-03-31,S100RALU
E01007,2024,6635481,41.5,233.0,tag,2024-03-31,S100TXCM
E01007,2025,6312767,41.4,242.0,tag,2025-03-31,S100W4ZT
E01007,2026,6461298,41.8,241.0,tag,2026-03-31,S100YGPK
E01008,2017,6096465,42.1,322.0,textblock,2017-03-31,S100ASQK
E01008,2018,6223334,42.5,322.0,textblock,2018-03-31,S100DJH9
E01008,2019,6151032,42.8,318.0,tag,2019-03-31,S100GCYR
E01008,2020,6346065,43.1,312.0,tag,2020-03-31,S100J1NZ
E01008,2021,6067499,43.3,313.0,tag,2021-03-31,S100LS9U
E01008,2022,6179994,44.1,312.0,tag,2022-03-31,S100OH64
E01008,2023,6408191,44.9,318.0,tag,2023-03-31,S100R78N
E01008,2024,6851280,45.2,352.0,tag,2024-03-31,S100TRKV
E01008,2025,6141796,44.4,714.0,tag,2025-03-31,S100W6ZH
E01008,2026,6479323,44.0,743.0,tag,2026-03-31,S100YIY2
E01009,2017,4925247,44.7,110.0,textblock,2016-11-30,S1009R9U
E01009,2018,4990355,45.3,102.0,textblock,2017-11-30,S100CFMF
E01009,2019,5032442,45.4,102.0,textblock,2018-11-30,S100F9CJ
E01009,2020,5045233,45.1,102.0,tag,2019-11-30,S100I2VQ
E01009,2021,4943835,45.5,98.0,tag,2020-11-30,S100KVKN
E01009,2022,5031298,45.5,101.0,tag,2021-11-30,S100NK65
E01009,2023,5171474,44.7,103.0,tag,2022-11-30,S100QAIN
E01009,2024,4762661,44.2,109.0,tag,2023-11-30,S100SYCM
E01009,2025,4918048,44.3,110.0,tag,2024-11-30,S100VB1V
E01009,2026,5063800,43.3,112.0,tag,2025-11-30,S100XNCR
E01014,2017,6400000,44.9,188.0,textblock,2017-03-31,S100AJCL
E01014,2018,6600000,44.9,192.0,textblock,2018-03-31,S100D9T5
E01014,2019,6400000,44.5,197.0,tag,2019-03-31,S100G2HP
E01014,2020,6023000,44.4,198.0,tag,2020-03-31,S100IWG5
E01014,2021,6152000,44.4,199.0,tag,2021-03-31,S100LPLW
E01014,2022,7356000,43.3,218.0,tag,2022-03-31,S100OGU3
E01014,2023,6924000,42.6,228.0,tag,2023-03-31,S100R2HH
E01014,2024,6394000,41.9,231.0,tag,2024-03-31,S100TPE7
E01014,2025,6425000,41.1,242.0,tag,2025-03-31,S100W11B
E01014,2026,7604000,40.7,252.0,tag,2026-03-31,S100YGAU
E01015,2017,6791015,42.2,1198.0,textblock,2016-12-31,S1009Y6X
E01015,2018,6453833,42.5,1257.0,textblock,2017-12-31,S100CM4I
E01015,2019,6560428,42.4,1271.0,textblock,2018-12-31,S100FHYO
E01015,2020,6452786,42.9,1265.0,tag,2019-12-31,S100IB0U
E01015,2021,6833349,42.9,1268.0,tag,2020-12-31,S100L1XX
E01015,2022,7412204,42.6,1329.0,tag,2021-12-31,S100NQUW
E01015,2023,7194496,42.7,1352.0,tag,2022-12-31,S100QFOX
E01015,2024,6618912,42.2,1358.0,tag,2023-12-31,S100T3MR
E01015,2025,6803017,42.5,1393.0,tag,2024-12-31,S100VI8H
E01015,2026,7714374,42.3,1401.0,tag,2025-12-31,S100XSLS
E01018,2017,8239000,43.7,2377.0,textblock,2017-03-31,S100AO8P
E01018,2018,8043000,43.7,2434.0,textblock,2018-03-31,S100DEWQ
E01018,2019,8108000,43.7,2493.0,tag,2019-03-31,S100G9SL
E01018,2020,8096000,43.7,2534.0,tag,2020-03-31,S100IWRA
E01018,2021,7892000,43.6,2556.0,tag,2021-03-31,S100LRTY
E01018,2022,8352000,43.6,2564.0,tag,2022-03-31,S100OG6Z
E01018,2023,8028000,43.1,2631.0,tag,2023-03-31,S100R6RG
E01018,2024,8068000,43.0,2711.0,tag,2024-03-31,S100TQX7
E01018,2025,7950000,42.6,2765.0,tag,2025-03-31,S100VZNA
E01018,2026,9114000,41.9,2858.0,tag,2026-03-31,S100YFC1
E01019,2017,6756095,42.5,415.0,textblock,2017-03-31,S100AFGQ
E01019,2018,6971120,42.7,425.0,textblock,2018-03-31,S100D6Q6
E01019,2019,6648199,42.5,435.0,tag,2019-03-31,S100G050
E01019,2020,6672672,42.1,442.0,tag,2020-03-31,S100ISF0
E01019,2021,7015174,42.6,457.0,tag,2021-03-31,S100LJ64
E01019,2022,6881191,43.1,450.0,tag,2022-03-31,S100OAQE
E01019,2023,6759023,42.8,441.0,tag,2023-03-31,S100QZFB
E01019,2024,7055135,42.3,438.0,tag,2024-03-31,S100TN44
E01019,2025,7335313,42.1,451.0,tag,2025-03-31,S100VY3A
E01019,2026,8102383,42.0,460.0,tag,2026-03-31,S100YD9M
E01020,2017,7345650,43.2,88.0,textblock,2017-03-31,S100ALRQ
E01020,2018,7324603,41.5,91.0,textblock,2018-03-31,S100DBQ3
E01020,2019,7477499,43.2,75.0,tag,2019-03-31,S100G4KQ
E01020,2020,7757713,43.6,85.0,tag,2020-03-31,S100IZ0K
E01020,2021,7753024,44.4,84.0,tag,2021-03-31,S100LKW8
E01020,2022,7862262,45.6,113.0,tag,2022-03-31,S100OD8Y
E01020,2023,7267113,46.3,119.0,tag,2023-03-31,S100R3XU
E01020,2024,7672434,45.6,127.0,tag,2024-03-31,S100TP5L
E01020,2025,7452195,45.6,122.0,tag,2025-03-31,S100W57W
E01020,2026,7638734,46.6,119.0,tag,2026-03-31,S100YEIE
E01024,2017,5804000,41.1,557.0,textblock,2017-03-31,S100AHF1
E01024,2018,6023000,42.0,553.0,textblock,2018-03-31,S100D6NB
E01024,2019,6143000,42.0,574.0,tag,2019-03-31,S100FZA5
E01024,2020,6055000,42.0,576.0,tag,2020-03-31,S100IS44
E01024,2021,5847000,42.1,579.0,tag,2021-03-31,S100LKDE
E01024,2022,5757000,43.1,569.0,tag,2022-03-31,S100O83K
E01024,2023,5908000,43.1,567.0,tag,2023-03-31,S100QWSI
E01024,2024,5737000,43.1,566.0,tag,2024-03-31,S100TKQE
E01024,2025,6219000,44.0,569.0,tag,2025-03-31,S100W256
E01024,2026,6152000,44.2,568.0,tag,2026-03-31,S100YK4M
E01028,2017,6236417,39.2,272.0,textblock,2016-12-31,S1009ZVI
E01028,2018,6253697,38.8,274.0,textblock,2017-12-31,S100COI3
E01028,2019,6177816,38.2,278.0,textblock,2018-12-31,S100FHZJ
E01028,2020,6361834,38.7,287.0,tag,2019-12-31,S100IBHK
E01028,2021,6390099,38.2,283.0,tag,2020-12-31,S100L0PE
E01028,2022,6452599,38.4,287.0,tag,2021-12-31,S100NQRC
E01028,2023,6634044,39.2,290.0,tag,2022-12-31,S100QG12
E01028,2024,6895712,39.5,296.0,tag,2023-12-31,S100T42I
E01028,2025,7510415,40.4,295.0,tag,2024-12-31,S100VGKB
E01028,2026,8219537,41.2,299.0,tag,2025-12-31,S100XT8H
E01031,2017,4127246,39.8,117.0,textblock,2017-08-31,S100BV9V
E01031,2018,4142436,39.7,138.0,textblock,2018-08-31,S100EMWP
E01031,2019,4092842,37.9,165.0,tag,2019-08-31,S100HHXQ
E01031,2020,3934106,38.2,170.0,tag,2020-08-31,S100K9M3
E01031,2021,4203336,38.9,159.0,tag,2021-08-31,S100MY2X
E01031,2022,3868000,39.4,163.0,tag,2022-08-31,S100POVO
E01031,2023,3823000,39.7,154.0,tag,2023-08-31,S100SDHB
E01031,2024,3928000,39.8,155.0,tag,2024-08-31,S100UV4R
E01031,2025,4037000,40.8,156.0,tag,2025-08-31,S100X6CC
E01032,2017,4858317,41.47,231.0,textblock,2017-03-31,S100AHDJ
E01032,2018,5184547,41.5,223.0,textblock,2018-03-31,S100DC66
E01032,2019,5123186,42.0,220.0,tag,2019-03-31,S100G5PD
E01032,2020,5060721,42.7,214.0,tag,2020-03-31,S100IYBN
E01032,2021,4775710,42.9,216.0,tag,2021-03-31,S100LNFF
E01032,2022,4941476,43.3,209.0,tag,2022-03-31,S100OCMX
E01032,2023,5089822,43.6,203.0,tag,2023-03-31,S100R0LB
E01032,2024,5367667,43.9,197.0,tag,2024-03-31,S100TNVB
E01032,2025,5686709,44.4,197.0,tag,2025-03-31,S100W2GU
E01032,2026,5985000,44.7,198.0,tag,2026-03-31,S100YGVG
E01034,2019,7040817,42.7,1067.0,tag,2019-09-30,S100HMFZ
E01034,2020,7059401,43.3,1088.0,tag,2020-09-30,S100KG0I
E01034,2021,7129988,43.6,1098.0,tag,2021-09-30,S100N4B4
E01034,2022,7155791,43.9,1107.0,tag,2022-09-30,S100PUV1
E01034,2023,7269558,44.4,1105.0,tag,2023-09-30,S100SIRV
E01034,2024,7400032,44.6,1111.0,tag,2024-09-30,S100UZBG
E01034,2025,7598257,44.4,1154.0,tag,2025-09-30,S100XAHE
E01035,2017,6098464,38.5,164.0,textblock,2017-03-31,S100ASBR
E01035,2018,5774445,38.0,179.0,textblock,2018-03-31,S100DIHF
E01035,2019,4523323,38.0,172.0,tag,2019-03-31,S100GBVM
E01035,2020,5080055,43.0,142.0,tag,2020-03-31,S100J1Q6
E01035,2021,4846780,43.0,135.0,tag,2021-03-31,S100LUP4
E01035,2022,5973357,43.3,136.0,tag,2022-03-31,S100OLKK
E01035,2023,5245717,44.7,131.0,tag,2023-03-31,S100RAJ1
E01035,2024,5100343,45.5,123.0,tag,2024-03-31,S100TVXX
E01035,2025,5066904,47.8,107.0,tag,2025-03-31,S100W69G
E01035,2026,5485950,48.8,100.0,tag,2026-03-31,S100YHO9
E01039,2017,6560000,35.2,606.0,textblock,2016-12-20,S1009W7G
E01039,2018,6674000,35.7,633.0,textblock,2017-12-31,S100CNYN
E01039,2019,6845000,35.4,674.0,textblock,2018-12-31,S100FH79
E01039,2020,7205000,35.3,723.0,tag,2019-12-31,S100IA85
E01039,2021,7010000,35.3,765.0,tag,2020-12-31,S100L1R2
E01039,2022,6959000,35.2,810.0,tag,2021-12-31,S100NRHT
E01039,2023,7190000,35.5,842.0,tag,2022-12-31,S100QGV5
E01039,2024,7440000,35.4,870.0,tag,2023-12-31,S100T538
E01039,2025,7371000,35.6,904.0,tag,2024-12-31,S100VGJH
E01039,2026,7583000,36.0,941.0,tag,2025-12-31,S100XTTF
E01040,2017,4999000,38.4,283.0,textblock,2017-02-28,S100ABJZ
E01040,2018,5372000,38.2,299.0,textblock,2018-02-28,S100D2B6
E01040,2019,5184000,38.6,333.0,textblock,2019-02-28,S100FVKL
E01040,2020,5214000,38.3,383.0,tag,2020-02-29,S100IOHI
E01040,2021,4354000,38.1,397.0,tag,2021-02-28,S100LESK
E01040,2022,3777000,38.5,344.0,tag,2022-02-28,S100O4GG
E01040,2023,4422000,39.9,314.0,tag,2023-02-28,S100QU6C
E01040,2024,4741000,40.2,318.0,tag,2024-02-29,S100TJ0D
E01040,2025,5095000,40.1,322.0,tag,2025-02-28,S100VURP
E01040,2026,5400000,39.9,343.0,tag,2026-02-28,S100Y7HD
E01045,2017,7164124,40.1,257.0,textblock,2017-03-31,S100A6XI
E01045,2018,7532856,40.0,259.0,textblock,2018-03-31,S100CZUY
E01045,2019,7522309,40.0,264.0,tag,2019-03-31,S100GB2D
E01045,2020,7489202,41.0,284.0,tag,2020-03-31,S100IFEM
E01045,2021,7740409,40.6,285.0,tag,2021-03-31,S100L5HA
E01045,2022,7804607,40.4,286.0,tag,2022-03-31,S100OL70
E01045,2023,7716859,40.7,290.0,tag,2023-03-31,S100R3W7
E01045,2024,7842828,40.5,292.0,tag,2024-03-31,S100TUBP
E01045,2025,8270502,40.8,289.0,tag,2025-03-31,S100W0TQ
E01045,2026,8671762,41.3,284.0,tag,2026-03-31,S100YIOW
E01047,2017,6459515,40.3,1223.0,textblock,2016-12-31,S1009ZQS
E01047,2018,6539993,40.3,1267.0,textblock,2017-12-31,S100CNCT
E01047,2019,6894928,40.9,1346.0,textblock,2018-12-31,S100FHV9
E01047,2020,6813521,40.4,1414.0,tag,2019-12-31,S100I9UI
E01047,2021,6761024,40.4,1589.0,tag,2020-12-31,S100L0OB
E01047,2022,7010684,40.7,1607.0,tag,2021-12-31,S100NR6F
E01047,2023,7334564,40.9,1631.0,tag,2022-12-31,S100QGIS
E01047,2024,7250104,41.0,1645.0,tag,2023-12-31,S100T3KX
E01047,2025,7569688,41.0,1665.0,tag,2024-12-31,S100VIKQ
E01047,2026,7554189,41.2,1737.0,tag,2025-12-31,S100XSXS
E01048,2017,7047000,41.0,747.0,textblock,2017-03-31,S100AETI
E01048,2018,7190000,41.1,752.0,textblock,2018-03-31,S100D6S3
E01048,2019,7102000,41.3,775.0,tag,2019-03-31,S100G0J7
E01048,2020,6808000,41.6,772.0,tag,2020-03-31,S100ISYE
E01048,2021,6814000,41.9,793.0,tag,2021-03-31,S100LI3C
E01048,2022,7188000,42.3,810.0,tag,2022-03-31,S100O999
E01048,2023,6942000,42.7,827.0,tag,2023-03-31,S100QZIC
E01048,2024,6759000,43.2,822.0,tag,2024-03-31,S100TO6E
E01048,2025,6983000,44.0,817.0,tag,2025-03-31,S100W1XX
E01048,2026,7235000,44.4,806.0,tag,2026-03-31,S100YF3H
E01049,2019,8541079,42.5,4465.0,tag,2019-03-31,S100GAA6
E01049,2020,8672137,42.3,1284.0,tag,2020-03-31,S100J2G8
E01049,2021,8188308,41.7,849.0,tag,2021-03-31,S100LTQV
E01049,2022,7680880,41.3,892.0,tag,2021-12-31,S100NSBC
E01049,2023,7705216,41.1,921.0,tag,2022-12-31,S100QHOZ
E01049,2024,7887600,40.4,874.0,tag,2023-12-31,S100T4ZN
E01049,2025,7164267,40.5,945.0,tag,2024-12-31,S100VI3L
E01049,2026,7468001,40.5,1073.0,tag,2025-12-31,S100XSUW
E01051,2017,5444407,35.6,560.0,textblock,2017-03-31,S100AM4U
E01051,2018,5968137,36.1,587.0,textblock,2018-03-31,S100DB38
E01051,2019,6096694,35.8,656.0,tag,2019-03-31,S100G51D
E01051,2020,6323506,36.0,688.0,tag,2020-03-31,S100J0G7
E01051,2021,6519200,36.2,728.0,tag,2021-03-31,S100LQ0K
E01051,2022,6628901,36.3,790.0,tag,2022-03-31,S100OFTB
E01051,2023,6946755,36.4,849.0,tag,2023-03-31,S100R3H5
E01051,2024,6638243,36.8,887.0,tag,2024-03-31,S100TSTA
E01051,2025,7096745,36.9,928.0,tag,2025-03-31,S100W2KH
E01051,2026,6746293,37.0,972.0,tag,2026-03-31,S100YGHH
E01052,2017,5580000,39.75,549.0,textblock,2017-03-31,S100ANW4
E01052,2018,5690000,39.33,549.0,textblock,2018-03-31,S100DDJ6
E01052,2019,5770000,39.0,548.0,tag,2019-03-31,S100G734
E01052,2020,5740000,40.0,538.0,tag,2020-03-31,S100J0FV
E01052,2021,5866000,40.0,528.0,tag,2021-03-31,S100LQ2S
E01052,2022,6132000,41.0,518.0,tag,2022-03-31,S100OIKK
E01052,2023,5990000,43.0,494.0,tag,2023-03-31,S100R66W
E01052,2024,5790000,43.0,485.0,tag,2024-03-31,S100TSSL
E01052,2025,6110000,43.0,453.0,tag,2025-03-31,S100W750
E01052,2026,6290000,44.0,432.0,tag,2026-03-31,S100YK61
E01053,2017,6110155,41.1,417.0,textblock,2016-10-31,S1009HO9
E01053,2018,6191392,40.8,438.0,textblock,2017-10-31,S100C5ZO
E01053,2019,6109037,40.1,464.0,textblock,2018-10-31,S100EZ7A
E01053,2020,5944187,39.7,469.0,tag,2019-10-31,S100HSSW
E01053,2021,5929789,39.4,471.0,tag,2020-10-31,S100KL6M
E01053,2022,5927670,39.4,474.0,tag,2021-10-31,S100N9WO
E01053,2023,5755687,39.5,481.0,tag,2022-10-31,S100Q0S2
E01053,2024,5799149,40.3,479.0,tag,2023-10-31,S100SOA7
E01053,2025,5969455,40.7,536.0,tag,2024-10-31,S100V4KH
E01053,2026,6226702,41.5,545.0,tag,2025-10-31,S100XHSU
E01054,2017,7175000,41.8,198.0,textblock,2017-03-31,S100AISM
E01054,2018,6972000,41.8,205.0,textblock,2017-12-31,S100CMFL
E01054,2019,7037000,41.6,225.0,textblock,2018-12-31,S100FF6T
E01054,2020,6990000,42.1,231.0,tag,2019-12-31,S100IADM
E01054,2021,7228000,42.2,228.0,tag,2020-12-31,S100KXX3
E01054,2022,7610000,42.4,237.0,tag,2021-12-31,S100NO3H
E01054,2023,7793000,42.6,253.0,tag,2022-12-31,S100QCXL
E01054,2024,7453000,42.8,263.0,tag,2023-12-31,S100T02W
E01054,2025,7527000,42.6,277.0,tag,2024-12-31,S100VCYP
E01054,2026,7832000,42.5,292.0,tag,2025-12-31,S100XRJV
E01055,2017,6610000,38.4,354.0,textblock,2017-03-31,S100AM9G
E01055,2018,7127000,39.4,358.0,textblock,2018-03-31,S100DEOQ
E01055,2019,7188000,39.4,371.0,tag,2019-03-31,S100G7TN
E01055,2020,6766000,39.0,395.0,tag,2020-03-31,S100IY72
E01055,2021,6654000,39.0,406.0,tag,2021-03-31,S100LR6S
E01055,2022,6879000,39.7,407.0,tag,2022-03-31,S100OG7U
E01055,2023,6882000,39.3,393.0,tag,2023-03-31,S100R2UW
E01055,2024,6736000,39.5,367.0,tag,2024-03-31,S100TVEI
E01055,2025,7538000,40.0,357.0,tag,2025-03-31,S100W5AQ
E01055,2026,7829000,40.1,348.0,tag,2026-03-31,S100YFCG
E01056,2017,6629359,42.77,379.0,textblock,2017-03-31,S100AKMB
E01056,2018,6879227,42.9,437.0,textblock,2018-03-31,S100DAL0
E01056,2019,6920532,42.9,445.0,tag,2019-03-31,S100G50F
E01056,2020,6522928,42.4,467.0,tag,2020-03-31,S100ITIT
E01056,2021,6519016,42.3,481.0,tag,2021-03-31,S100LSAO
E01056,2022,6781807,42.9,491.0,tag,2022-03-31,S100OHQ4
E01056,2023,7163597,42.3,538.0,tag,2023-03-31,S100R3LC
E01056,2024,7134340,41.9,567.0,tag,2024-03-31,S100TPUZ
E01056,2025,7253694,41.9,588.0,tag,2025-03-31,S100VZS3
E01056,2026,7577639,41.6,623.0,tag,2026-03-31,S100YEIS
E01057,2017,6667934,42.83,199.0,textblock,2017-03-31,S100AMVV
E01057,2018,6720005,43.42,205.0,textblock,2018-03-31,S100DE1B
E01057,2019,6732306,43.0,209.0,tag,2019-03-31,S100GA5E
E01057,2020,6574290,43.0,215.0,tag,2020-03-31,S100IWQR
E01057,2021,6576991,42.0,214.0,tag,2021-03-31,S100LT97
E01057,2022,7125750,44.0,205.0,tag,2022-03-31,S100OKDO
E01057,2023,6781432,43.0,208.0,tag,2023-03-31,S100R9LW
E01057,2024,6993787,43.0,204.0,tag,2024-03-31,S100TWA3
E01057,2025,7241080,43.0,204.0,tag,2025-03-31,S100W2FE
E01057,2026,7370604,44.0,206.0,tag,2026-03-31,S100YKEL
E01063,2017,3674623,36.2,478.0,textblock,2017-03-31,S100AG5Q
E01063,2018,3741629,37.9,513.0,textblock,2018-03-31,S100D7DR
E01063,2019,3727266,37.6,521.0,tag,2019-03-31,S100FZQ6
E01063,2020,3737047,37.3,527.0,tag,2020-03-31,S100J1KO
E01063,2021,3750097,39.6,547.0,tag,2021-03-31,S100LKMI
E01063,2022,3808205,40.2,509.0,tag,2022-03-31,S100O8VX
E01063,2023,3851595,40.9,494.0,tag,2023-03-31,S100QZ4V
E01063,2024,3893006,42.5,463.0,tag,2024-03-31,S100TPF1
E01063,2025,3951953,43.9,406.0,tag,2025-03-31,S100VXV6
E01063,2026,4214454,44.8,370.0,tag,2026-03-31,S100YA2L
E01064,2017,3954464,37.58,298.0,textblock,2017-08-31,S100BUKN
E01064,2018,4099718,37.92,318.0,textblock,2018-08-31,S100EN3Y
E01064,2019,4156894,37.0,339.0,tag,2019-08-31,S100HFJG
E01064,2020,4011856,38.0,346.0,tag,2020-08-31,S100K8NO
E01064,2021,4165128,38.0,324.0,tag,2021-08-31,S100MXC3
E01064,2022,4047133,39.0,325.0,tag,2022-08-31,S100PQ00
E01064,2023,4047382,39.0,330.0,tag,2023-08-31,S100SD2P
E01064,2024,4195278,39.0,363.0,tag,2024-08-31,S100UT2C
E01064,2025,4315975,40.0,360.0,tag,2025-08-31,S100X6W8
E01065,2017,7710444,42.7,269.0,textblock,2017-03-31,S100APZI
E01065,2018,7958411,42.4,264.0,textblock,2018-03-31,S100DG15
E01065,2019,8129356,42.6,255.0,tag,2019-03-31,S100GA9E
E01065,2020,7775819,42.7,257.0,tag,2020-03-31,S100IY6S
E01065,2021,8024837,43.6,250.0,tag,2021-03-31,S100LIC2
E01065,2022,8439595,44.3,242.0,tag,2022-03-31,S100OAP3
E01065,2023,8047569,44.9,238.0,tag,2023-03-31,S100R625
E01065,2024,8443450,45.1,235.0,tag,2024-03-31,S100TSVN
E01065,2025,8152238,44.8,242.0,tag,2025-03-31,S100W7B3
E01065,2026,8212859,44.7,250.0,tag,2026-03-31,S100YIEL
E01068,2017,5068000,37.7,141.0,textblock,2017-06-30,S100BDYP
E01068,2018,5052000,37.9,133.0,textblock,2018-06-30,S100E6EC
E01068,2019,5149000,38.3,138.0,tag,2019-06-30,S100H0CT
E01068,2020,5129000,38.5,134.0,tag,2020-06-30,S100JRKG
E01068,2021,5288000,38.7,130.0,tag,2021-06-30,S100MHE4
E01068,2022,5422000,39.8,128.0,tag,2022-06-30,S100P91M
E01068,2023,5655000,41.0,126.0,tag,2023-06-30,S100RXMM
E01068,2024,5779000,41.1,125.0,tag,2024-06-30,S100UFN3
E01068,2025,5939000,42.1,119.0,tag,2025-06-30,S100WR11
E01077,2017,6707000,41.9,373.0,textblock,2017-03-31,S100AME0
E01077,2018,6947000,41.9,378.0,textblock,2018-03-31,S100DFTF
E01077,2019,6773000,41.9,379.0,tag,2019-03-31,S100G81G
E01077,2020,7175000,43.1,394.0,tag,2020-03-31,S100IW1U
E01077,2021,7440000,43.3,404.0,tag,2021-03-31,S100LSF7
E01077,2022,7352000,43.0,431.0,tag,2022-03-31,S100OHTG
E01077,2023,7073000,42.9,442.0,tag,2023-03-31,S100R2XZ
E01077,2024,7138000,43.2,455.0,tag,2024-03-31,S100TWYZ
E01077,2025,7007000,44.4,104.0,tag,2025-03-31,S100W0US
E01077,2026,8447000,44.9,110.0,tag,2026-03-31,S100YE06
