rank_adj,rank_raw,rank_delta,sec_code,name,tse33,listed,avg_age,avg_tenure,avg_salary,salary35,factor,employees_nonconsolidated,employees_consolidated,emp_ratio,badge,salary35_fit,industry,source,period_end,doc_id
1,1,0,6861,株式会社キーエンス,電気機器,上場,35.0,11.3,21783259.0,21783259,1.0,3306.0,12784.0,0.2586,,21783259,製造業,tag,2026-03-20,S100YAHE
2,2,0,8058,三菱商事株式会社,卸売業,上場,42.3,17.0,21125472.0,18752316,0.8877,4456.0,63037.0,0.0707,本社のみ,18275336,卸売業・小売業,tag,2026-03-31,S100YB25
3,3,0,8031,三井物産株式会社,卸売業,上場,42.0,17.4,20589000.0,18360999,0.8918,5333.0,55463.0,0.0962,本社のみ,17840110,卸売業・小売業,tag,2026-03-31,S100YAVT
4,5,1,6146,株式会社ディスコ,機械,上場,37.2,10.6,18795641.0,17859078,0.9502,3687.0,5547.0,0.6647,,17750841,製造業,tag,2026-03-31,S100YC6I
5,4,-1,8001,伊藤忠商事株式会社,卸売業,上場,42.0,17.0,19911534.0,17756844,0.8918,4125.0,114570.0,0.036,本社のみ,17253094,卸売業・小売業,tag,2026-03-31,S100YA6H
6,6,0,8801,三井不動産株式会社,不動産業,上場,42.1,16.0,18555000.0,16427375,0.8853,1981.0,27704.0,0.0715,本社のみ,16067990,不動産業,tag,2026-03-31,S100YHUO
7,7,0,8053,住友商事株式会社,卸売業,上場,43.3,18.0,18402971.0,16087720,0.8742,4938.0,82488.0,0.0599,本社のみ,15897975,卸売業・小売業,tag,2026-03-31,S100YARD
8,11,3,9104,株式会社　商船三井,海運業,上場,38.4,12.9,16599254.0,15860182,0.9555,1433.0,11567.0,0.1239,,15229940,運輸業,tag,2026-03-31,S100YI2T
9,9,0,8002,丸紅株式会社,卸売業,上場,42.5,17.8,17843699.0,15790535,0.8849,4225.0,52658.0,0.0802,本社のみ,15424496,卸売業・小売業,tag,2026-03-31,S100YAY4
10,10,0,8802,三菱地所株式会社,不動産業,上場,42.0,16.0,17593300.0,15597606,0.8866,1286.0,11659.0,0.1103,,15244373,不動産業,tag,2026-03-31,S100YBLA
11,8,-3,8601,株式会社大和証券グループ本社,証券、商品先物取引業,上場,41.6,15.2,17934308.0,15556692,0.8674,624.0,14984.0,0.0416,本社のみ,15587064,金融業・保険業,tag,2026-03-31,S100YCMP
12,12,0,4686,株式会社ジャストシステム,情報・通信業,上場,38.8,13.5,16500050.0,14942809,0.9056,293.0,302.0,0.9702,,15003771,情報通信業,tag,2026-03-31,S100YHW4
13,14,1,9101,日本郵船株式会社,海運業,上場,37.8,13.9,15545044.0,14934917,0.9608,1370.0,39830.0,0.0344,本社のみ,14465783,運輸業,tag,2026-03-31,S100YBT6
14,17,3,9107,川崎汽船株式会社,海運業,上場,38.0,13.4,14504365.0,13909484,0.959,962.0,5262.0,0.1828,,13432822,運輸業,tag,2026-03-31,S100YC6B
15,15,0,8766,東京海上ホールディングス株式会社,保険業,上場,42.4,14.8,14871103.0,12778872,0.8593,1339.0,67526.0,0.0198,本社のみ,12859443,金融業・保険業,tag,2026-03-31,S100YLS8
16,18,2,8015,豊田通商株式会社,卸売業,上場,43.0,16.7,14213845.0,12482457,0.8782,2466.0,74927.0,0.0329,本社のみ,12276481,卸売業・小売業,tag,2026-03-31,S100YD8J
17,23,6,8035,東京エレクトロン株式会社,電気機器,上場,43.1,14.7,13804159.0,12297909,0.8909,2309.0,20236.0,0.1141,,11922786,製造業,tag,2026-03-31,S100YEOO
18,41,23,4310,株式会社ドリームインキュベータ,サービス業,上場,34.61,3.76,12208000.0,12258531,1.0041,198.0,222.0,0.8919,,12337071,サービス業,tag,2026-03-31,S100YD1A
19,30,11,9119,飯野海運株式会社,海運業,上場,38.6,13.2,12850000.0,12255430,0.9537,209.0,688.0,0.3038,,11736616,運輸業,tag,2026-03-31,S100YGFN
20,13,-7,4676,株式会社フジ・メディア・ホールディングス,情報・通信業,上場,50.5,23.3,15770000.0,12203119,0.7738,122.0,7373.0,0.0165,本社のみ,14134832,情報通信業,tag,2026-03-31,S100YHYX
21,19,-2,8604,野村ホールディングス株式会社,証券、商品先物取引業,上場,45.0,4.0,14208790.0,12043080,0.8476,204.0,28677.0,0.0071,本社のみ,12389299,金融業・保険業,tag,2026-03-31,S100YC5C
22,25,3,4307,株式会社野村総合研究所,情報・通信業,上場,39.7,13.7,13326000.0,11879184,0.8914,7982.0,16894.0,0.4725,,11896933,情報通信業,tag,2026-03-31,S100YBM8
23,36,13,1812,鹿島建設株式会社,建設業,上場,41.2,15.7,12454406.0,11761806,0.9444,8959.0,21170.0,0.4232,,10867878,建設業,tag,2026-03-31,S100YGGI
24,35,11,1969,高砂熱学工業株式会社,建設業,上場,41.5,14.7,12457000.0,11742141,0.9426,2469.0,7287.0,0.3388,,10836510,建設業,tag,2026-03-31,S100YDOU
25,22,-3,8309,三井住友トラストグループ株式会社,銀行業,上場,46.5,19.9,13927000.0,11712009,0.841,194.0,22526.0,0.0086,本社のみ,12303601,金融業・保険業,tag,2026-03-31,S100YBGM
26,24,-2,8595,ジャフコ　グループ株式会社,証券、商品先物取引業,上場,43.0,13.0,13656206.0,11697544,0.8566,133.0,,,,11794849,金融業・保険業,tag,2026-03-31,S100YCOQ
27,37,10,1802,株式会社大林組,建設業,上場,42.0,15.9,12393648.0,11645938,0.9397,9472.0,18031.0,0.5253,,10738940,建設業,tag,2026-03-31,S100YITC
28,27,-1,3289,東急不動産ホールディングス株式会社,不動産業,上場,42.8,15.3,13199000.0,11573039,0.8768,105.0,21036.0,0.005,本社のみ,11401702,不動産業,tag,2026-03-31,S100YHXW
29,33,4,2768,双日株式会社,卸売業,上場,40.5,14.7,12571801.0,11476202,0.9129,2094.0,26789.0,0.0782,本社のみ,11072073,卸売業・小売業,tag,2026-03-31,S100Y9EI
30,45,15,8020,兼松株式会社,卸売業,上場,37.7,12.1,12015894.0,11474712,0.955,861.0,8604.0,0.1001,,11208777,卸売業・小売業,tag,2026-03-31,S100YGCZ
31,28,-3,9984,ソフトバンクグループ株式会社,情報・通信業,上場,41.2,10.1,13195551.0,11463471,0.8687,276.0,73677.0,0.0037,本社のみ,11514611,情報通信業,tag,2026-03-31,S100YGH5
32,39,7,1961,三機工業株式会社,建設業,上場,42.5,18.1,12280992.0,11446843,0.9321,2128.0,2705.0,0.7867,,10615966,建設業,tag,2026-03-31,S100YH3A
33,16,-17,9405,朝日放送グループホールディングス株式会社,情報・通信業,上場,48.7,20.8,14650000.0,11340368,0.7741,104.0,1724.0,0.0603,本社のみ,13078963,情報通信業,tag,2026-03-31,S100YD4D
34,29,-5,285A,キオクシアホールディングス株式会社,電気機器,上場,46.2,13.9,13066018.0,11281619,0.8634,140.0,15218.0,0.0092,本社のみ,11514073,製造業,tag,2026-03-31,S100YJ18
35,51,16,,株式会社日本政策投資銀行,その他金融業,非上場,36.8,13.1,11840000.0,11271012,0.9519,1324.0,1955.0,0.6772,,11295347,金融業・保険業,textblock,2026-03-31,S100YLAV
36,46,10,9110,ＮＳユナイテッド海運株式会社,海運業,上場,40.2,14.4,11966894.0,11248777,0.94,261.0,669.0,0.3901,,10589488,運輸業,tag,2026-03-31,S100YCN8
37,20,-17,9413,株式会社テレビ東京ホールディングス,情報・通信業,上場,46.3,18.86,14193622.0,11141299,0.785,103.0,1672.0,0.0616,本社のみ,12518425,情報通信業,tag,2026-03-31,S100YCRR
38,47,9,1801,大成建設株式会社,建設業,上場,42.3,17.0,11910134.0,11137167,0.9351,9518.0,18503.0,0.5144,,10303282,建設業,tag,2026-03-31,S100YBGF
39,54,15,1980,ダイダン株式会社,建設業,上場,41.5,15.8,11768023.0,11092702,0.9426,2185.0,2568.0,0.8509,,10237160,建設業,tag,2026-03-31,S100YGXY
40,34,-6,3231,野村不動産ホールディングス株式会社,不動産業,上場,41.9,13.5,12482286.0,11078522,0.8875,427.0,9043.0,0.0472,本社のみ,10822940,不動産業,tag,2026-03-31,S100YH2N
41,68,27,4684,株式会社オービック,情報・通信業,上場,35.8,12.9,11292000.0,10988490,0.9731,2030.0,2256.0,0.8998,,11054978,情報通信業,tag,2026-03-31,S100YGBS
42,43,1,1975,株式会社朝日工業社,建設業,上場,44.6,17.8,12159126.0,10961307,0.9015,1080.0,1148.0,0.9408,,10568756,建設業,tag,2026-03-31,S100YIGB
43,59,16,1979,株式会社大気社,建設業,上場,42.0,15.2,11600212.0,10900370,0.9397,1824.0,5525.0,0.3301,,10051438,建設業,tag,2026-03-31,S100YCPQ
44,61,17,8628,松井証券株式会社,証券、商品先物取引業,上場,37.3,9.7,11548000.0,10869719,0.9413,227.0,,,,10878892,金融業・保険業,tag,2026-03-31,S100YFPS
45,58,13,6098,株式会社リクルートホールディングス,サービス業,上場,40.2,9.3,11624997.0,10866911,0.9348,130.0,45586.0,0.0029,本社のみ,10286944,サービス業,tag,2026-03-31,S100YDHL
46,40,-6,8803,平和不動産株式会社,不動産業,上場,42.1,14.7,12253000.0,10847999,0.8853,107.0,265.0,0.4038,,10610675,不動産業,tag,2026-03-31,S100YJ5I
47,21,-26,9404,日本テレビホールディングス株式会社,情報・通信業,上場,48.6,17.0,13983167.0,10824389,0.7741,235.0,5933.0,0.0396,本社のみ,12481475,情報通信業,tag,2026-03-31,S100Y9BG
48,31,-17,8729,ソニーフィナンシャルグループ株式会社,保険業,上場,45.8,3.8,12786000.0,10791827,0.844,267.0,14042.0,0.019,本社のみ,11227583,金融業・保険業,tag,2026-03-31,S100YCL0
49,32,-17,8630,ＳＯＭＰＯホールディングス株式会社,保険業,上場,43.3,12.5,12595575.0,10771890,0.8552,497.0,55702.0,0.0089,本社のみ,10881076,金融業・保険業,tag,2026-03-31,S100YC6Z
50,49,-1,9513,電源開発株式会社,電気・ガス業,上場,41.6,18.5,11883541.0,10763780,0.9058,1994.0,7202.0,0.2769,,10328222,電気・ガス業,tag,2026-03-31,S100YISC
51,53,2,8316,株式会社三井住友フィナンシャルグループ,銀行業,上場,39.0,14.0,11803000.0,10748035,0.9106,1678.0,122970.0,0.0136,本社のみ,10686428,金融業・保険業,tag,2026-03-31,S100YERK
52,48,-4,8012,長瀬産業株式会社,卸売業,上場,41.2,14.7,11901000.0,10745406,0.9029,942.0,7756.0,0.1215,,10384969,卸売業・小売業,tag,2026-03-31,S100YBTV
53,50,-3,5021,コスモエネルギーホールディングス株式会社,石油・石炭製品,上場,42.0,13.0,11881994.0,10706269,0.901,267.0,6675.0,0.04,本社のみ,10295598,製造業,tag,2026-03-31,S100YI3A
54,70,16,2432,株式会社ディー・エヌ・エー,サービス業,上場,38.6,7.0,11179000.0,10693004,0.9565,1400.0,2483.0,0.5638,,10210399,サービス業,tag,2026-03-31,S100YLDV
55,42,-13,1717,明豊ファシリティワークス株式会社,建設業,上場,46.5,10.6,12177000.0,10660862,0.8755,208.0,,,,10757589,建設業,tag,2026-03-31,S100YGMU
56,56,0,2433,株式会社博報堂ＤＹホールディングス,サービス業,上場,42.5,13.0,11683000.0,10619699,0.909,144.0,28921.0,0.005,本社のみ,10099049,サービス業,tag,2026-03-31,S100YHXU
57,52,-5,1982,日比谷総合設備株式会社,建設業,上場,45.1,18.4,11827490.0,10579671,0.8945,815.0,967.0,0.8428,,10321633,建設業,tag,2026-03-31,S100YJU0
58,26,-32,9401,株式会社ＴＢＳホールディングス,情報・通信業,上場,45.6,14.0,13279000.0,10568188,0.7959,269.0,8518.0,0.0316,本社のみ,11639537,情報通信業,tag,2026-03-31,S100YI1U
59,63,4,6954,ファナック株式会社,電気機器,上場,40.0,15.3,11444000.0,10538623,0.9209,4842.0,10040.0,0.4823,,10161321,製造業,tag,2026-03-31,S100YG3Q
60,73,13,1925,大和ハウス工業株式会社,建設業,上場,40.7,15.7,11011469.0,10431857,0.9474,16508.0,55712.0,0.2963,,9669687,建設業,tag,2026-03-31,S100YAZ5
61,64,3,8750,株式会社第一ライフグループ,保険業,上場,39.0,10.0,11426000.0,10404732,0.9106,702.0,60138.0,0.0117,本社のみ,10345093,金融業・保険業,tag,2026-03-31,S100YC7A
62,55,-7,8306,株式会社三菱ＵＦＪフィナンシャル・グループ,銀行業,上場,40.3,13.5,11702000.0,10397204,0.8885,3637.0,161576.0,0.0225,本社のみ,10338199,金融業・保険業,tag,2026-03-31,S100YJQO
63,38,-25,8725,ＭＳ＆ＡＤインシュアランスグループホールディングス株式会社,保険業,上場,47.2,21.7,12376260.0,10382744,0.8389,478.0,46856.0,0.0102,本社のみ,10988480,金融業・保険業,tag,2026-03-31,S100YNCJ
64,60,-4,6758,ソニーグループ株式会社,電気機器,上場,42.7,16.0,11550986.0,10332983,0.8946,2166.0,94900.0,0.0228,本社のみ,9979762,製造業,tag,2026-03-31,S100YE2C
65,66,1,5020,ＥＮＥＯＳホールディングス株式会社,石油・石炭製品,上場,43.0,17.0,11376982.0,10145981,0.8918,1207.0,34099.0,0.0354,本社のみ,9826286,製造業,tag,2026-03-31,S100YF7I
66,67,1,4503,アステラス製薬株式会社,医薬品,上場,42.5,15.4,11315057.0,10142823,0.8964,4081.0,14099.0,0.2895,,9780990,製造業,tag,2026-03-31,S100YBPK
67,62,-5,4502,武田薬品工業株式会社,医薬品,上場,44.0,14.8,11445000.0,10102915,0.8827,4792.0,47029.0,0.1019,,9910603,製造業,tag,2026-03-31,S100YB5L
68,82,14,6366,千代田化工建設株式会社,建設業,上場,42.3,14.3,10793000.0,10092535,0.9351,1661.0,3489.0,0.4761,,9336866,建設業,tag,2026-03-31,S100YEDH
69,76,7,1952,新日本空調株式会社,建設業,上場,43.3,15.9,10943000.0,10069563,0.9202,1256.0,1698.0,0.7397,,9453448,建設業,tag,2026-03-31,S100YDMT
70,57,-13,8411,株式会社みずほフィナンシャルグループ,銀行業,上場,42.5,16.9,11665000.0,10018507,0.8589,2867.0,52427.0,0.0547,本社のみ,10083489,金融業・保険業,tag,2026-03-31,S100YF8Y
71,78,7,1965,株式会社テクノ菱和,建設業,上場,44.0,15.0,10919000.0,9936522,0.91,856.0,981.0,0.8726,,9455122,建設業,tag,2026-03-31,S100YF2U
72,100,28,1808,株式会社　長谷工コーポレーション,建設業,上場,39.4,14.7,10399403.0,9933331,0.9552,2711.0,8875.0,0.3055,,9338257,建設業,tag,2026-03-31,S100YJVQ
73,88,15,9193,東京汽船株式会社,倉庫・運輸関連,上場,41.4,17.5,10663000.0,9915997,0.9299,238.0,446.0,0.5336,,9284917,運輸業,tag,2026-03-31,S100YEHQ
74,262,188,8877,エスリード株式会社,不動産業,上場,32.0,5.0,8933360.0,9915453,1.1099,248.0,476.0,0.521,,9761007,不動産業,tag,2026-03-31,S100YHNU
75,84,9,9348,株式会社ｉｓｐａｃｅ,輸送用機器,上場,40.2,2.8,10758484.0,9885578,0.9189,183.0,333.0,0.5495,,9520168,製造業,tag,2026-03-31,S100YL5W
76,69,-7,4523,エーザイ株式会社,医薬品,上場,44.5,18.5,11233821.0,9866367,0.8783,2979.0,10543.0,0.2826,,9757466,製造業,tag,2026-03-31,S100YB05
77,188,111,4373,シンプレクス・ホールディングス株式会社,情報・通信業,上場,33.6,4.4,9385342.0,9862035,1.0508,146.0,1850.0,0.0789,本社のみ,9754617,情報通信業,tag,2026-03-31,S100YARY
78,65,-13,147A,株式会社ソラコム,情報・通信業,上場,41.85,4.81,11425000.0,9817039,0.8593,101.0,201.0,0.5025,,9909732,情報通信業,tag,2026-03-31,S100YGJH
79,79,0,9519,株式会社レノバ,電気・ガス業,上場,42.1,4.6,10862278.0,9794097,0.9017,220.0,314.0,0.7006,,9406358,電気・ガス業,tag,2026-03-31,S100YD7F
80,91,11,,ダイビル株式会社,不動産業,非上場,38.6,9.5,10632000.0,9791455,0.9209,128.0,2292.0,0.0558,本社のみ,9710794,不動産業,tag,2026-03-31,S100YEN4
81,151,70,2413,エムスリー株式会社,サービス業,上場,34.8,4.0,9759000.0,9779673,1.0021,750.0,17010.0,0.0441,本社のみ,9811613,サービス業,tag,2026-03-31,S100YJ25
82,44,-38,,株式会社　テレビ西日本,情報・通信業,非上場,44.89,20.52,12068000.0,9741690,0.8072,156.0,533.0,0.2927,,10513128,情報通信業,textblock,2026-03-31,S100YJBQ
83,81,-2,7735,株式会社ＳＣＲＥＥＮホールディングス,電気機器,上場,42.0,13.9,10802000.0,9733140,0.901,653.0,6884.0,0.0949,本社のみ,9359797,製造業,tag,2026-03-31,S100YK9N
84,92,8,1820,西松建設株式会社,建設業,上場,43.8,18.9,10618000.0,9693190,0.9129,2706.0,3442.0,0.7862,,9185962,建設業,tag,2026-03-31,S100YEDU
85,77,-8,4528,小野薬品工業株式会社,医薬品,上場,43.7,17.4,10935334.0,9682534,0.8854,3396.0,4206.0,0.8074,,9456789,製造業,tag,2026-03-31,S100YA20
86,94,8,1662,石油資源開発株式会社,鉱業,上場,39.81,14.08,10606937.0,9673567,0.912,993.0,1670.0,0.5946,,9450166,鉱業,tag,2026-03-31,S100YERU
87,80,-7,4901,富士フイルムホールディングス株式会社,化学,上場,43.3,17.2,10855077.0,9650822,0.8891,1198.0,73526.0,0.0163,本社のみ,9377493,製造業,tag,2026-03-31,S100YIBH
88,86,-2,7011,三菱重工業株式会社,機械,上場,42.3,18.5,10724514.0,9633343,0.8983,23373.0,78793.0,0.2966,,9277620,製造業,tag,2026-03-31,S100YHZG
89,75,-14,4568,第一三共株式会社,医薬品,上場,45.0,19.9,10976771.0,9592113,0.8739,8009.0,20171.0,0.3971,,9571152,製造業,tag,2026-03-31,S100YEY0
90,105,15,8014,蝶理株式会社,卸売業,上場,39.7,12.6,10360000.0,9577819,0.9245,391.0,1444.0,0.2708,,9249004,卸売業・小売業,tag,2026-03-31,S100YBIN
